PublicationID	PublicationYear
21328631	2011
32147901	2020
30242155	2018
31458993	2018
17580962	2007
20527745	2010
22179820	2012
24394409	2014
16862458	2006
25787074	2015
26822115	2016
22811387	2012
30194297	2018
PMC5510172	2009
30804351	2019
23297211	2013
12220183	2002
34878830	2021
33723378	2021
17150896	2006
23526972	2013
29083159	2017
22187139	2012
34109025	2020
28435522	2017
22549881	2012
29161511	2018
24560459	2014
25995247	2015
19959468	2010
20690669	2010
17618910	2007
21113330	2011
22474324	2012
32769189	2020
29607555	2018
16620798	2006
22500022	2012
29930942	2018
16563025	2006
29728878	2018
22451925	2012
32963221	2020
17256854	2007
33504944	2021
19240028	2009
39734545	2024
28426740	2017
24362702	2014
24550730	2014
33392951	2021
25160624	2014
24156610	2013
25484072	2015
33148639	2020
27223324	2016
24278408	2013
22517616	2012
20725616	2010
24207125	2013
25888318	2015
24391770	2013
33751881	2021
30253095	2018
17040909	2006
22234498	2012
26598367	2015
26378798	2015
21386972	2011
29615700	2018
19489548	2009
PPR106308	2019
32821832	2020
33989344	2021
19693784	2009
26299766	2015
34163874	2020
31442033	2019
31112196	2019
24972000	2014
25657007	2015
26001785	2015
21067811	2011
34510895	2021
22736005	2012
25157080	2014
17125386	2006
34076426	2021
34964287	2021
22977236	2012
27764152	2016
15654760	2005
16109425	2005
17671974	2007
18359863	2008
31976678	2020
35599106	2023
28923929	2017
28336870	2017
20028974	2010
32374860	2020
22334306	2012
23653209	2013
21112283	2010
16315221	2006
24469595	2014
29312414	2017
19450485	2009
28297649	2017
25493428	2014
22908171	2012
18468676	2008
26829485	2016
23621758	2013
22245800	2012
18292755	2008
16511032	2005
28597296	2017
31134895	2019
10978166	2000
26712722	2015
32266673	2020
28775145	2017
35547754	2022
35799814	2022
25602700	2015
29411974	2018
17150712	2005
24599514	2014
23025283	2012
23993915	2014
23896298	2013
20823551	2010
28490749	2017
32110322	2019
21084309	2011
36714997	2023
21362626	2011
19756397	2010
25343306	2014
35946411	2022
28615457	2017
10763809	1999
20639195	2010
15833338	2005
23404500	2013
15519307	2004
9521674	1998
19011086	2008
21574652	2011
29745386	2018
33780044	2021
21790183	2011
35013982	2022
21766385	2011
18037921	2008
23654303	2013
30957848	2019
31235769	2019
29681468	2018
29658275	2018
10956014	2000
28455498	2017
19808664	2009
25288796	2014
22137933	2012
8889179	1996
23213201	2012
22518098	2012
23316052	2013
22577139	2012
21642972	2011
25629974	2015
18395747	2008
20689873	2011
25379288	2012
23826277	2013
33883894	2021
15323557	2004
18836081	2008
28287405	2017
16269342	2005
34218390	2021
20946780	2009
31105205	2019
23008349	2013
30860805	2019
27191057	2016
21047141	2010
25658430	2015
19876942	2010
17369273	2007
20610394	2010
28213514	2017
32658342	2020
22406677	2012
21999566	2011
23209527	2012
27225419	2016
27827447	2016
21167174	2011
31614070	2020
18845162	2008
19827080	2009
27193484	2016
18788722	2008
12443047	2002
17192587	2007
34199318	2021
12080142	2002
21641310	2011
29533064	2018
23712900	2013
10527727	1999
28139759	2017
28399632	2017
23086940	2012
22247770	2012
29903914	2018
35948766	2022
32295925	2020
20448966	2009
12384604	2002
26124881	2015
20406810	2010
35547916	2018
15037082	2004
28009512	2017
14580203	2003
33182483	2020
21261830	2008
15530034	2004
31694323	2019
24760183	2014
21920027	2011
22859949	2012
23737519	2013
33194688	2020
21494677	2011
20329706	2010
16445284	2006
30117736	2018
30726710	2019
21616080	2011
35529134	2019
33328693	2020
26624888	2015
16914449	2006
27380951	2016
37833261	2023
19833875	2009
24413562	2014
38444308	2024
23089752	2013
31434309	2019
26334274	2015
27786272	2016
12428974	2002
12297022	2002
20068228	2010
24900326	2011
16820684	2006
19093780	2009
22815475	2012
17164523	2007
24510191	2014
32664362	2020
18086706	2008
34614185	2021
29218167	2015
22429567	2012
25615855	2015
25506191	2015
23812842	2013
PPR690786	2023
35540221	2019
27626127	2016
23746516	2013
12202379	2002
16784240	2006
23344974	2013
29046633	2017
35922511	2022
26612539	2015
26091065	2015
15697236	2005
24448799	2014
12464625	2003
27618663	2016
27438813	2016
19667066	2009
25004980	2014
20696123	2010
29181223	2017
33844515	2021
20502814	2010
29227281	2018
20529855	2010
28107633	2017
36646759	2023
31919416	2020
27493207	2016
29137277	2017
16877510	2006
22593013	2012
36717078	2023
22952234	2012
18065465	2008
21505419	2011
19995076	2009
22773878	2012
21455262	2011
PPR372615	2021
32776146	2020
21655236	2011
25415308	2014
15277671	2004
33734681	2021
24918055	2014
21419134	2011
25586921	2011
18782776	2008
28755524	2017
32425049	2020
17766376	2007
33311468	2020
23729259	2013
35082292	2022
30090222	2015
15007056	2004
22300089	2012
22872642	2012
10913300	2000
18467342	2008
20592097	2010
24935946	2014
19742177	2009
30120248	2018
26327397	2015
22431613	2012
28432336	2017
29518975	2018
26289584	2015
29749928	2018
30442930	2018
28504676	2017
22716280	2012
29800374	2018
12860982	2003
28836235	2017
28466855	2017
26798447	2016
12657632	2003
19535340	2009
26290611	2015
12885253	2003
30023896	2018
18028946	2007
29453276	2018
23447543	2013
25110551	2014
22808208	2012
20558732	2010
21806377	2011
33784306	2021
21739503	2011
31310308	2019
26359497	2015
24472438	2014
20007608	2010
23539622	2013
17447892	2007
32647818	2020
30266943	2018
28361672	2017
25228688	2014
32046082	2020
11170429	2001
29335634	2018
22664469	2012
29453377	2018
20454456	2010
29878152	2018
30192544	2018
28300601	2017
22563605	2012
26003921	2015
19506074	2009
15465858	2004
20147404	2010
22011572	2011
35392897	2022
27432339	2017
34206444	2021
36333310	2022
36450254	2022
30618610	2018
25096577	2014
30108770	2017
26673266	2016
35011419	2021
37348157	2023
34959677	2021
26841867	2016
36302771	2022
20795631	2010
22665516	2012
11964185	2002
23336096	2012
20122900	2010
20814427	2010
25025898	2014
30971720	2019
32234784	2020
25888903	2015
32624891	2018
28763458	2017
12731874	2003
10869183	2000
21543315	2011
28444399	2017
21350490	2011
17991455	2007
25855808	2015
17002295	2006
20558730	2010
20581202	2010
24606933	2014
25666181	2015
23516498	2013
24047995	2013
31566831	2019
35316030	2022
17223708	2007
23300914	2012
16766622	2006
22010215	2011
33351266	2020
32644996	2020
29104304	2017
19966416	2009
23644599	2013
19635730	2009
26997853	2016
31413254	2019
24116108	2013
30693329	2019
20876568	2010
17420472	2007
23140277	2012
31658723	2019
33563826	2021
23109337	2012
19183053	2009
20055497	2010
24217363	2013
19173620	2009
29406711	2018
25266718	2014
27139825	2016
27196927	2016
24244009	2014
23733948	2013
18586937	2008
19462022	2009
35426976	2022
28892294	2017
35492093	2020
28761097	2017
26003923	2015
11827543	2002
32515113	2020
11805114	2002
34985939	2022
22344653	2012
22291014	2012
19136458	2009
10545190	1999
23301700	2013
18179217	2008
24141523	2013
25434965	2014
18237740	2008
12903268	2000
21270123	2011
21876041	2011
19480458	2009
26020004	2015
33977052	2021
29259178	2017
20329707	2010
30320522	2018
23996493	2013
20724479	2010
23543318	2013
26829219	2016
30541778	2018
28989663	2017
32309278	2020
22308362	2012
29740047	2018
20945358	2010
34465772	2021
34502443	2021
35858383	2022
19581300	2009
24473078	2014
26712564	2016
35890443	2022
15849246	2005
20499878	2010
21542645	2011
26898943	2016
29086571	2017
15479840	2004
34505005	2021
20737578	2010
23739335	2013
21237304	2011
31925328	2020
19582369	2009
23782692	2013
19508894	2009
19213732	2009
31929671	2015
25645064	2015
27226543	2016
19103664	2009
23874896	2013
27075367	2016
26562505	2016
21174150	2011
32132173	2020
16091935	2005
18599640	2008
19523901	2009
597458	1999
20671028	2010
21808066	2011
26491021	2015
31458903	2018
22125611	2011
34123048	2019
30648154	2018
30678993	2019
34342282	2021
23540833	2013
32271881	2020
23473072	2013
22194613	2012
12689333	2003
35577850	2022
28089448	2017
29685986	2018
10233075	1999
22083480	2012
36114420	2022
19140795	2009
19155274	2009
10076011	1999
18657548	2008
27899589	2017
20308066	2010
32747735	2020
14556652	2004
18088598	2008
30593511	2019
19005020	2009
27935052	2017
20107862	2010
29247197	2017
21965542	2011
23978068	2013
28005370	2017
15608125	2005
17222184	2007
11428896	2001
33615947	2021
27462993	2016
26080424	2015
22978652	2012
20694007	2010
32133840	2020
31501469	2019
25367834	2015
22088143	2012
22798075	2012
20663878	2010
28058293	2016
32994435	2020
26236298	2015
20630861	2010
31709232	2019
9586102	1997
26121039	2015
21423825	2000
11258893	2001
10037700	1999
36456886	2023
10956001	2000
24436125	2014
29467414	2018
31455529	2019
32167012	2020
26182430	2015
24849693	2014
29545340	2018
30741951	2019
34580163	2021
23711722	2013
25739452	2015
33844535	2021
26365802	2015
22458502	2012
17825319	2007
29206185	2017
34624314	2021
17441142	2007
17474715	2007
31541088	2019
24204770	2013
19258315	2009
24116173	2013
35890285	2022
19965178	2009
25564798	2015
19328070	2009
37537383	2023
23831686	2013
28771239	2017
31261765	2019
19773427	2009
21499244	2011
33458725	2021
17172304	2007
18165229	2008
19632983	2009
23249737	2012
24082101	2013
23760276	2013
28393830	2017
25495885	2015
33078454	2021
26138143	2015
23172228	2013
28340300	2017
34772801	2021
23148093	2013
34458802	2021
16784236	2006
28327560	2017
31255986	2019
29215266	2018
10850802	2000
27936158	2016
18632730	2008
30112206	2018
23947785	2013
25004958	2014
10024502	1999
35617422	2022
26010488	2015
22451670	2012
26805589	2016
23234400	2013
29923463	2018
21238457	2011
34213045	2021
33717081	2021
21430953	2011
22183769	2012
26998998	2016
20360609	2010
35211272	2022
22284051	2012
20947497	2010
29879224	2018
23166655	2012
30090250	2015
15496139	2005
9677310	1998
25818299	2015
26389866	2015
29487285	2018
33043945	2020
12885645	2003
26991318	2016
31999648	2020
22792273	2012
23264640	2013
22185200	2011
31371524	2019
25470112	2015
21557375	2011
30022112	2018
28852099	2017
30443599	2018
24336709	2013
33237740	2020
23341186	2013
19321438	2009
38252560	2024
19053272	2008
22545226	2011
18952013	2009
25749978	2015
12592015	2003
30770806	2019
22753474	2012
21915777	2012
30251626	2018
20223216	2010
15728908	2005
22649528	2012
28786666	2017
35548017	2018
20558749	2010
23341448	2013
27118676	2016
36169610	2022
17935330	2007
16492786	2006
19072969	2009
19424502	2009
16331988	2005
28179976	2017
24036119	2013
16817982	2005
28300150	2017
28684975	2017
17905844	2008
33009382	2020
31634480	2020
11566886	2001
34415162	2022
24608916	2014
33850260	2021
18996344	2008
17263415	2007
16734419	2006
32992800	2020
17132860	2006
12609888	2003
31038677	2018
22879603	2012
21339598	2010
9558320	1998
23035121	2012
14747330	2004
26939885	2016
19143494	2009
10777739	2000
24568320	2014
19228114	2009
22366955	2012
19395377	2009
11751327	2002
18178651	2008
21404360	2011
28552575	2017
19880517	2009
22787217	2012
23275246	2013
19773426	2009
23430154	2013
29861922	2015
PMC9794021	2022
32513747	2020
8054342	1994
19388649	2009
37342028	2023
9268656	1997
22718765	2012
24530282	2014
18395743	2008
17297914	2007
20550917	2010
24866816	2014
30574644	2019
21890898	2011
30966479	2018
28598392	2017
19706512	2009
14978302	2004
22004747	2011
34847142	2021
32134960	2020
21627167	2011
24372516	2014
34548394	2021
25892120	2015
33835030	2021
19284741	2009
19388051	2009
10082368	1998
26946939	2016
21609868	2009
16618108	2006
19914122	2010
28817778	2017
29346617	2018
16952940	2006
9336214	1997
19559666	2009
35325837	2022
17890401	2008
31244941	2019
25414347	2014
18952792	2009
30104534	2018
22276115	2012
17932512	2007
22354706	2012
25716479	2015
20662514	2010
19275165	2009
30135402	2018
16772286	2006
20220137	2010
10548041	1999
32494623	2020
33050669	2020
22844099	2012
22970117	2012
24635565	2014
22329966	2012
28451196	2017
18411422	2008
28510102	2015
27841752	2016
20622253	2010
29733746	2018
7665583	1995
19053285	2008
28570566	2017
31328167	2019
20042601	2010
29568346	2018
17429973	2007
29623122	2018
17617644	2007
15504108	2005
17307877	2007
28858250	2017
34458687	2020
31142661	2019
18785742	2008
18627174	2008
28125062	2017
36868853	2023
25271078	2014
8204592	1994
21467043	2011
19520856	2009
32766716	2020
16299076	2006
23917964	2013
27131382	2016
17055530	2007
12381839	2002
36662702	2023
17304240	2007
27074683	2016
28348716	2016
23718776	2013
22318731	2012
20167243	2010
30355767	2018
27811970	2016
27100912	2016
31422906	2019
22248356	2012
14645086	2003
20451531	2010
27272236	2016
14715884	2003
28504678	2017
21097495	2011
18263620	2008
23667391	2012
24920832	2014
15923231	2005
18275816	2008
27720930	2017
29388911	2018
18178550	2008
17130455	2006
23531547	2013
16352732	2005
29712914	2018
26921194	2016
19525231	2009
15930003	2005
9336207	1997
21226535	2011
23502424	2013
23979596	2013
27617579	2017
30662957	2018
40665777	2025
25865894	2015
22033480	2011
11847279	2002
15653734	2005
24685176	2014
17407569	2007
31475772	2019
16807295	2006
8692938	1996
35139916	2022
31398944	2019
18421150	2008
24682827	2014
33199623	2020
33937776	2021
17636870	2007
31295912	2019
25299655	2014
8441749	1993
31315399	2019
25263009	2015
22520942	2012
33153185	2020
23230967	2012
23803659	2013
19588959	2009
29280217	2017
16678852	2006
10215612	1999
29064369	2017
17660262	2007
18586266	2008
21715330	2011
12021435	2002
20110260	2010
23033253	2012
30012962	2018
22621903	2012
16617112	2006
23696787	2013
30345745	2018
15631622	2005
15081689	2004
18798655	2009
30221234	2018
27738674	2017
21520321	2011
19032597	2009
18682220	2008
10422831	1999
1610798	1992
18482987	2008
22940582	2012
21239488	2011
18160537	2008
22844393	2012
24037507	2013
29306440	2018
24039852	2013
19029247	2009
21317293	2011
34704042	2021
17083960	2006
21969368	2011
27647889	2016
15862112	2005
33484499	2021
15273308	2004
33260648	2020
30190676	2018
20705046	2010
9083685	1997
18243101	2008
24919463	2014
11967366	2002
22750303	2012
18767163	2009
10423455	1999
27513582	2016
28624185	2017
10752619	2000
25197549	2013
22163705	2011
30712989	2019
20729200	2010
28085903	2017
26513744	2015
18586854	2008
21636209	2011
20359247	2010
9927435	1999
30804532	2019
22094831	2012
11790740	2002
19490118	2009
12598654	2003
32647814	2019
32419578	2020
18591243	2008
8643475	1996
27229311	2016
23415745	2013
34385812	2019
27768285	2016
28520406	2017
33434434	2021
28413372	2016
17686454	2007
25327289	2015
22915588	2012
27571219	2016
10422830	1999
23566382	2013
2765522	1989
18537269	2008
21863895	2011
10908357	2000
25573261	2015
17506529	2007
15152086	2004
25383926	2014
36481291	2023
27889239	2016
19679363	2009
30404949	2019
20102228	2010
21121696	2011
18093926	2007
19898476	2009
22918832	2012
21060336	2011
17235283	2007
25112713	2015
22771573	2012
30262834	2018
24884671	2014
34552091	2021
29441133	2018
20826781	2010
28419165	2017
31750992	2020
28671638	2017
26378745	2015
28510227	2015
19546213	2009
11687657	2001
29971062	2018
19425594	2009
17942600	2007
31327662	2019
30714595	2019
23652203	2013
27915287	2016
18412542	2008
14576305	2003
11045625	2000
30054483	2018
7773173	1995
18208836	2008
21094070	2010
25517161	2014
22002536	2012
27669417	2016
27563645	2016
17438276	2007
20080970	2010
25365042	2014
17326672	2007
26415570	2015
25285530	2014
30452046	2018
25488812	2015
18621820	2008
20684611	2010
23809130	2013
20686031	2010
30726072	2019
16793526	2006
28734478	2017
23352136	2013
20533534	2010
22214214	2012
10572180	1999
16304156	2005
32140747	2021
21800847	2011
22022247	2011
27464895	2016
32329617	2020
23029255	2012
23324606	2013
25992900	2015
20502608	2010
28400484	2017
23972850	2013
22876250	2012
20111693	2009
23472094	2013
17425312	2007
18248095	2008
22242826	2012
31239348	2019
12931002	2003
30023623	2017
15472720	2004
21439477	2011
18334217	2008
14970396	2004
25755286	2015
23870291	2013
22073150	2011
12839989	2003
30598510	2019
31096049	2019
22110856	2010
18819814	2008
7536927	1995
27986851	2017
28151990	2017
19348766	2009
30248922	2018
20585579	2010
21170360	2010
21152046	2010
19422324	2009
8615847	1996
17894853	2007
30824700	2019
21070952	2010
27682587	2016
23695669	2013
21524066	2011
22139149	2011
18524830	2008
16637649	2006
29370102	2018
10692346	2000
23163901	2012
17142383	2007
19240030	2009
12787471	2003
15775974	2005
20600123	2010
23686385	2013
11907215	2002
37486125	2023
26139243	2015
25403615	2014
24489681	2014
12538641	2003
29599797	2018
31970149	2019
19152864	2008
25991726	2015
25265511	2014
16428276	2006
28001487	2017
19462965	2009
22082669	2012
27215610	2016
21573061	2011
24521147	2014
23345759	2002
25100107	2014
31051253	2019
21349882	2011
21049972	2011
27050398	2016
9083676	1997
16888629	2006
25716979	2015
27026703	2016
22754403	2012
28233029	2017
18951411	2009
29360040	2018
20739282	2010
21513716	2011
23129764	2012
32144273	2020
32597951	2020
22234877	2012
10653796	2000
28034889	2017
20215441	2010
23269808	2013
11000262	2000
27905530	2016
32356865	2020
27783432	2016
25520510	2015
23255206	2012
26682811	2015
19182890	2009
17947319	2007
22009680	2012
28867802	2017
24668773	2014
22995830	2012
17090685	2006
29670183	2018
28338130	2017
30023927	2018
23270813	2013
21840295	2012
27253060	2016
18275819	2008
23976957	2013
15125687	2004
19124471	2009
34458830	2021
25775568	2015
19035631	2008
23861745	2013
26912659	2016
17389404	2007
12717021	2003
21195225	2011
24918052	2014
26735493	2016
20007511	2010
9370450	1997
18975919	2008
25925696	2015
28289188	2017
27340461	2016
20937888	2010
25817994	2015
18456829	2008
19555717	2009
23707622	2013
24340019	2013
29078291	2017
20926394	2011
21865539	2011
23808632	2013
20560668	2010
20643137	2010
11606262	2001
19362095	2009
25435325	2014
21565701	2011
35867555	2022
18281688	2008
26091166	2015
16407978	2006
30820564	2019
21085615	2010
12391332	2002
25252692	2014
25965569	2015
28598414	2017
16429398	2006
23716704	2013
21214648	2011
17397263	2007
20430628	2010
17449678	2007
19805185	2009
22483112	2012
27466444	2016
18717788	2008
22942245	2012
12592012	2003
8770188	1996
22355345	2012
21098120	2011
19052082	2009
22210888	2012
21641321	2011
31018575	2019
27038378	2016
23737523	2013
18343228	2008
20815339	2010
12060679	2002
16482217	2006
24124096	2014
16407132	2006
28659478	2017
18243103	2008
21900304	2011
24366543	2014
18044977	2007
25849394	2015
21315155	2011
19876400	2009
15240468	2004
18940924	2008
19239717	2009
21910402	2011
25165107	2014
22303903	2012
28584133	2017
18982286	2008
21725002	2011
15298909	2004
14739935	2004
23963451	2013
30461082	2018
15929724	2005
16033330	2005
20853905	2010
21419342	2011
22117216	2011
23472130	2013
21148420	2010
26913380	2016
29095079	2013
11790852	2002
34705296	2021
34911297	2021
21261310	2011
10091658	1999
18717551	2008
24041571	2014
21110983	2011
7479822	1995
25120091	2014
21325274	2011
26124722	2015
20153193	2010
16903783	2006
23627491	2013
17889984	2007
22479408	2012
21800896	2011
29478821	2018
22976177	2012
20095526	2010
20091831	2010
8901562	1996
17704148	2007
18155729	2008
11566770	2001
24146618	2013
22051512	2012
11106171	2000
23217712	2012
20008070	2010
19187762	2009
19910369	2010
24184188	2014
21460081	2011
19681642	2009
20345171	2010
9707442	1998
15821166	2005
23964092	2013
24014183	2013
17028144	2007
24506795	2014
19278661	2009
25776553	2015
25775548	2015
22368485	2012
20599633	2010
10419963	1999
23170880	2013
23437866	2013
19693614	2010
20086010	2010
34514087	2021
22946928	2012
17491593	2007
19265397	2009
26734986	2016
19858217	2009
19897648	2010
18256191	2008
18058789	2008
25254076	2014
25615870	2015
22283334	2012
17483159	2007
24253765	2014
15616574	2005
20562827	2010
20417606	2010
21809884	2011
17295905	2007
21771870	2011
12609868	2003
16932747	2006
28056108	2017
21410224	2011
21422241	2011
23150810	2012
15833994	2005
27002486	2016
14573859	2003
32975287	2020
21123191	2011
21629676	2011
18073106	2007
20737073	2010
16054586	2005
10338018	1999
22889846	2012
33525729	2021
12829506	2003
14645714	2003
15894639	2005
17592503	2007
18326635	2008
21969467	2011
22891849	2012
22973453	2012
12006501	2002
32895590	2021
PMC12307969	2025
21994669	2010
7588629	1995
16547048	2006
32319757	2020
17726056	2007
PMC11208286	2024
19153232	2009
19074821	2009
PMC7123474	2013
8889190	1996
19480389	2009
15181150	2004
22044229	2011
10409749	1999
10357807	1999
PMC7122046	2007
21059410	2011
9711233	1998
19715312	2009
PMC5954276	2018
9192627	1997
23872012	2013
33238092	2020
10354424	1999
PMC8551951	2021
35921495	2022
21258628	2009
19122836	2008
PMC9734609	2022
21936578	2011
PMC10643713	2023
PMC7161867	2005
21863792	2011
26646318	2015
20381707	2010
24588098	2014
30430435	2019
PMC6460989	2016
7549468	1995
